user_id,R,F,Rscore,Fscore,RFM,User_Label
[39861556],13,29,0,1,01,重要保持客户
[39876312],16,4,0,0,00,重要挽留客户
[39880792],13,20,0,1,01,重要保持客户
[39883816],40,1,1,0,10,重要发展客户
[39903978],14,14,0,1,01,重要保持客户
[39912392],13,3,0,0,00,重要挽留客户
[39912401],12,13,0,0,00,重要挽留客户
[39927445],23,5,1,0,10,重要发展客户
[39932070],13,13,0,0,00,重要挽留客户
[39933731],30,1,1,0,10,重要发展客户
[39951811],15,29,0,1,01,重要保持客户
[39980640],26,2,1,0,10,重要发展客户
[39980859],15,7,0,0,00,重要挽留客户
[40026875],30,5,1,0,10,重要发展客户
[40070893],15,5,0,0,00,重要挽留客户
[40081301],18,2,1,0,10,重要发展客户
[40109600],34,1,1,0,10,重要发展客户
[40117023],21,7,1,0,10,重要发展客户
[40122764],12,17,0,1,01,重要保持客户
[40137551],14,32,0,1,01,重要保持客户
[40163921],18,5,1,0,10,重要发展客户
[40164889],13,12,0,0,00,重要挽留客户
[40174741],17,15,0,1,01,重要保持客户
[40211203],17,36,0,1,01,重要保持客户
[40226923],14,51,0,1,01,重要保持客户
[40230576],32,4,1,0,10,重要发展客户
[40246206],13,22,0,1,01,重要保持客户
[40259154],26,2,1,0,10,重要发展客户
[40282906],13,7,0,0,00,重要挽留客户
[40304574],35,3,1,0,10,重要发展客户
[40310645],13,6,0,0,00,重要挽留客户
[40348089],15,10,0,0,00,重要挽留客户
[40358819],34,1,1,0,10,重要发展客户
[40364499],14,40,0,1,01,重要保持客户
[40364641],12,117,0,1,01,重要保持客户
[40423397],12,13,0,0,00,重要挽留客户
[40431183],13,6,0,0,00,重要挽留客户
[40456641],18,9,1,0,10,重要发展客户
[40459733],14,37,0,1,01,重要保持客户
[40492706],12,3,0,0,00,重要挽留客户
[40555711],20,2,1,0,10,重要发展客户
[40557275],15,13,0,0,00,重要挽留客户
[40586226],15,16,0,1,01,重要保持客户
[40605509],19,4,1,0,10,重要发展客户
[40607709],30,6,1,0,10,重要发展客户
[40694580],32,2,1,0,10,重要发展客户
[40711894],18,15,1,1,11,重要价值客户
[40719208],14,17,0,1,01,重要保持客户
[40727661],12,11,0,0,00,重要挽留客户
[40729803],27,1,1,0,10,重要发展客户
[40729947],12,94,0,1,01,重要保持客户
[40734813],19,7,1,0,10,重要发展客户
[40781736],12,67,0,1,01,重要保持客户
[40786964],38,1,1,0,10,重要发展客户
[40788357],17,7,0,0,00,重要挽留客户
[40798219],13,11,0,0,00,重要挽留客户
[40814715],15,10,0,0,00,重要挽留客户
[40815020],31,3,1,0,10,重要发展客户
[40822060],18,5,1,0,10,重要发展客户
[40826918],18,12,1,0,10,重要发展客户
[40831109],24,6,1,0,10,重要发展客户
[40833290],15,14,0,1,01,重要保持客户
[40873042],35,1,1,0,10,重要发展客户
[40884180],12,1,0,0,00,重要挽留客户
[40893979],12,1,0,0,00,重要挽留客户
[40917063],13,11,0,0,00,重要挽留客户
[40973276],17,14,0,1,01,重要保持客户
[40974590],19,2,1,0,10,重要发展客户
[40978309],12,6,0,0,00,重要挽留客户
[40979555],21,12,1,0,10,重要发展客户
[41017872],17,6,0,0,00,重要挽留客户
[41021470],35,4,1,0,10,重要发展客户
[41034768],12,24,0,1,01,重要保持客户
[41037826],15,15,0,1,01,重要保持客户
[41079190],18,4,1,0,10,重要发展客户
[41081290],28,6,1,0,10,重要发展客户
[41120025],14,14,0,1,01,重要保持客户
[41138904],35,1,1,0,10,重要发展客户
[41158917],22,11,1,0,10,重要发展客户
[41182866],14,3,0,0,00,重要挽留客户
[41200428],17,1,0,0,00,重要挽留客户
[41211181],12,8,0,0,00,重要挽留客户
[41233588],12,9,0,0,00,重要挽留客户
[41261027],27,7,1,0,10,重要发展客户
[41265943],18,13,1,0,10,重要发展客户
[41267769],16,8,0,0,00,重要挽留客户
[41268198],18,20,1,1,11,重要价值客户
[41279667],23,7,1,0,10,重要发展客户
[41286340],15,16,0,1,01,重要保持客户
[41291540],24,4,1,0,10,重要发展客户
[41320562],24,10,1,0,10,重要发展客户
[41324527],15,24,0,1,01,重要保持客户
[41333358],17,5,0,0,00,重要挽留客户
[41349842],13,8,0,0,00,重要挽留客户
[41388946],18,4,1,0,10,重要发展客户
[41440011],17,7,0,0,00,重要挽留客户
[41442365],15,10,0,0,00,重要挽留客户
[41449959],18,4,1,0,10,重要发展客户
[41465121],21,4,1,0,10,重要发展客户
[41487930],13,29,0,1,01,重要保持客户
[41539251],21,6,1,0,10,重要发展客户
[41547180],17,18,0,1,01,重要保持客户
[41564229],16,9,0,0,00,重要挽留客户
[41566029],31,2,1,0,10,重要发展客户
[41575513],16,3,0,0,00,重要挽留客户
[41584192],13,26,0,1,01,重要保持客户
[41599542],30,3,1,0,10,重要发展客户
[41650796],12,6,0,0,00,重要挽留客户
[41671149],18,7,1,0,10,重要发展客户
[41705089],20,4,1,0,10,重要发展客户
[41745316],13,12,0,0,00,重要挽留客户
[41745786],15,8,0,0,00,重要挽留客户
[41753507],18,11,1,0,10,重要发展客户
[41774315],18,6,1,0,10,重要发展客户
[41786809],13,6,0,0,00,重要挽留客户
[41789801],17,4,0,0,00,重要挽留客户
[41798966],15,20,0,1,01,重要保持客户
[41818010],12,5,0,0,00,重要挽留客户
[41825235],13,9,0,0,00,重要挽留客户
[41831177],15,17,0,1,01,重要保持客户
[41865396],12,43,0,1,01,重要保持客户
[41868482],13,17,0,1,01,重要保持客户
[41872955],13,3,0,0,00,重要挽留客户
[41890917],12,9,0,0,00,重要挽留客户
[41907729],12,3,0,0,00,重要挽留客户
[41919803],20,13,1,0,10,重要发展客户
[41929479],18,15,1,1,11,重要价值客户
[41938273],12,11,0,0,00,重要挽留客户
[41979181],13,26,0,1,01,重要保持客户
[41986120],22,2,1,0,10,重要发展客户
[41986655],13,15,0,1,01,重要保持客户
[41993155],18,1,1,0,10,重要发展客户
[42012969],12,5,0,0,00,重要挽留客户
[42024448],13,3,0,0,00,重要挽留客户
[42031986],14,10,0,0,00,重要挽留客户
[42049337],13,8,0,0,00,重要挽留客户
[42049679],15,6,0,0,00,重要挽留客户
[42063682],17,3,0,0,00,重要挽留客户
[42085231],20,2,1,0,10,重要发展客户
[42089925],19,16,1,1,11,重要价值客户
[42111305],15,13,0,0,00,重要挽留客户
[42112755],16,4,0,0,00,重要挽留客户
[42113872],15,44,0,1,01,重要保持客户
[42137404],14,6,0,0,00,重要挽留客户
[42170243],13,26,0,1,01,重要保持客户
[42208524],14,11,0,0,00,重要挽留客户
[42210592],15,18,0,1,01,重要保持客户
[42213703],28,23,1,1,11,重要价值客户
[42227520],16,17,0,1,01,重要保持客户
[42248597],12,4,0,0,00,重要挽留客户
[42277201],15,30,0,1,01,重要保持客户
[42281108],15,25,0,1,01,重要保持客户
[42340446],34,1,1,0,10,重要发展客户
[42391011],16,6,0,0,00,重要挽留客户
[42407685],30,1,1,0,10,重要发展客户
[42427256],18,10,1,0,10,重要发展客户
[42447641],19,7,1,0,10,重要发展客户
[42450575],21,3,1,0,10,重要发展客户
[42461054],14,19,0,1,01,重要保持客户
[42479497],39,1,1,0,10,重要发展客户
[42501145],14,8,0,0,00,重要挽留客户
[42503802],16,3,0,0,00,重要挽留客户
[42526349],12,20,0,1,01,重要保持客户
[42565296],13,7,0,0,00,重要挽留客户
[42599112],16,34,0,1,01,重要保持客户
[42601828],12,3,0,0,00,重要挽留客户
[42636726],20,3,1,0,10,重要发展客户
[42653601],14,14,0,1,01,重要保持客户
[42676532],12,14,0,1,01,重要保持客户
[42677791],18,11,1,0,10,重要发展客户
[42681705],18,10,1,0,10,重要发展客户
[42694858],12,9,0,0,00,重要挽留客户
[42719621],15,3,0,0,00,重要挽留客户
[42723928],17,5,0,0,00,重要挽留客户
[42743566],12,25,0,1,01,重要保持客户
[42768689],21,8,1,0,10,重要发展客户
[42819104],14,6,0,0,00,重要挽留客户
[42851945],38,1,1,0,10,重要发展客户
[42864059],13,6,0,0,00,重要挽留客户
[42879294],13,9,0,0,00,重要挽留客户
[42924297],36,1,1,0,10,重要发展客户
[42930798],17,7,0,0,00,重要挽留客户
[42966250],12,21,0,1,01,重要保持客户
[42973948],12,56,0,1,01,重要保持客户
[42982005],18,5,1,0,10,重要发展客户
[42986678],14,15,0,1,01,重要保持客户
[42993694],21,6,1,0,10,重要发展客户
[43022968],18,13,1,0,10,重要发展客户
[43032378],12,21,0,1,01,重要保持客户
[43042442],14,8,0,0,00,重要挽留客户
[43051852],20,3,1,0,10,重要发展客户
[43052420],12,70,0,1,01,重要保持客户
[43056888],19,1,1,0,10,重要发展客户
[43072618],12,15,0,1,01,重要保持客户
[43084101],12,3,0,0,00,重要挽留客户
[43109583],18,11,1,0,10,重要发展客户
[43136382],14,43,0,1,01,重要保持客户
[43139118],12,11,0,0,00,重要挽留客户
[43150394],18,18,1,1,11,重要价值客户
[43234037],22,4,1,0,10,重要发展客户
[43238774],15,18,0,1,01,重要保持客户
[43245800],13,5,0,0,00,重要挽留客户
[43250746],24,14,1,1,11,重要价值客户
[43264060],15,5,0,0,00,重要挽留客户
[43284343],14,8,0,0,00,重要挽留客户
[43288343],14,9,0,0,00,重要挽留客户
[43294769],13,31,0,1,01,重要保持客户
[43300693],12,19,0,1,01,重要保持客户
[43348892],23,5,1,0,10,重要发展客户
[43349674],14,21,0,1,01,重要保持客户
[43380742],12,8,0,0,00,重要挽留客户
[43399261],26,6,1,0,10,重要发展客户
[43409746],34,27,1,1,11,重要价值客户
[43468469],15,10,0,0,00,重要挽留客户
[43472060],18,11,1,0,10,重要发展客户
[43488815],14,17,0,1,01,重要保持客户
[43491458],18,9,1,0,10,重要发展客户
[43522898],14,11,0,0,00,重要挽留客户
[43545603],29,2,1,0,10,重要发展客户
[43586684],16,7,0,0,00,重要挽留客户
[43587789],14,6,0,0,00,重要挽留客户
[43592945],13,56,0,1,01,重要保持客户
[43603561],13,3,0,0,00,重要挽留客户
[43621565],13,44,0,1,01,重要保持客户
[43622802],21,24,1,1,11,重要价值客户
[43624984],14,23,0,1,01,重要保持客户
[43626933],12,4,0,0,00,重要挽留客户
[43631068],15,14,0,1,01,重要保持客户
[43645191],27,10,1,0,10,重要发展客户
[43660726],13,21,0,1,01,重要保持客户
[43729347],15,8,0,0,00,重要挽留客户
[43735631],16,16,0,1,01,重要保持客户
[43738222],18,11,1,0,10,重要发展客户
[43759361],32,4,1,0,10,重要发展客户
[43761964],18,23,1,1,11,重要价值客户
[43794910],17,40,0,1,01,重要保持客户
[43796808],15,6,0,0,00,重要挽留客户
[43801317],18,1,1,0,10,重要发展客户
[43803932],13,30,0,1,01,重要保持客户
[43841794],14,7,0,0,00,重要挽留客户
[43855246],12,48,0,1,01,重要保持客户
[43856355],14,13,0,0,00,重要挽留客户
[43857558],15,10,0,0,00,重要挽留客户
[43858783],27,4,1,0,10,重要发展客户
[43864355],18,19,1,1,11,重要价值客户
[43864538],13,14,0,1,01,重要保持客户
[43865641],12,5,0,0,00,重要挽留客户
[43916471],13,15,0,1,01,重要保持客户
[43953561],41,1,1,0,10,重要发展客户
[43971939],18,1,1,0,10,重要发展客户
[43979611],16,7,0,0,00,重要挽留客户
[43987061],12,5,0,0,00,重要挽留客户
[43991184],17,1,0,0,00,重要挽留客户
[44005966],13,40,0,1,01,重要保持客户
[44041747],21,10,1,0,10,重要发展客户
[44048864],42,2,1,0,10,重要发展客户
[44057668],34,4,1,0,10,重要发展客户
[44059193],12,33,0,1,01,重要保持客户
[44073291],38,1,1,0,10,重要发展客户
[44076621],21,2,1,0,10,重要发展客户
[44109897],16,7,0,0,00,重要挽留客户
[44130547],12,20,0,1,01,重要保持客户
[44138845],18,3,1,0,10,重要发展客户
[44140222],18,26,1,1,11,重要价值客户
[44152472],15,8,0,0,00,重要挽留客户
[44154986],12,25,0,1,01,重要保持客户
[44189601],37,3,1,0,10,重要发展客户
[44193672],12,142,0,1,01,重要保持客户
[44220176],12,5,0,0,00,重要挽留客户
[44221621],28,5,1,0,10,重要发展客户
[44224665],13,9,0,0,00,重要挽留客户
[44267557],14,2,0,0,00,重要挽留客户
[44324837],12,30,0,1,01,重要保持客户
[44365875],24,18,1,1,11,重要价值客户
[44381467],12,14,0,1,01,重要保持客户
[44389792],21,11,1,0,10,重要发展客户
[44392514],13,8,0,0,00,重要挽留客户
[44416128],13,4,0,0,00,重要挽留客户
[44431225],35,2,1,0,10,重要发展客户
[44433489],41,1,1,0,10,重要发展客户
[44444422],16,4,0,0,00,重要挽留客户
[44445119],16,1,0,0,00,重要挽留客户
[44446177],12,6,0,0,00,重要挽留客户
[44448258],12,3,0,0,00,重要挽留客户
[44462249],13,2,0,0,00,重要挽留客户
[44479518],15,9,0,0,00,重要挽留客户
[44492877],16,5,0,0,00,重要挽留客户
[44500908],15,22,0,1,01,重要保持客户
[44503140],18,3,1,0,10,重要发展客户
[44521455],13,1,0,0,00,重要挽留客户
[44542843],33,1,1,0,10,重要发展客户
[44573524],15,8,0,0,00,重要挽留客户
[44580650],17,30,0,1,01,重要保持客户
[44614693],12,11,0,0,00,重要挽留客户
[44632141],15,2,0,0,00,重要挽留客户
[44640814],15,6,0,0,00,重要挽留客户
[44663398],23,2,1,0,10,重要发展客户
[44683766],13,15,0,1,01,重要保持客户
[44706382],22,3,1,0,10,重要发展客户
[44710562],15,5,0,0,00,重要挽留客户
[44711100],18,9,1,0,10,重要发展客户
[44725106],18,7,1,0,10,重要发展客户
[44738368],24,9,1,0,10,重要发展客户
[44748590],16,17,0,1,01,重要保持客户
[44806939],12,61,0,1,01,重要保持客户
[44808401],22,9,1,0,10,重要发展客户
[44817147],21,41,1,1,11,重要价值客户
[44849978],29,3,1,0,10,重要发展客户
[44850256],18,3,1,0,10,重要发展客户
[44875328],21,5,1,0,10,重要发展客户
[44880226],17,24,0,1,01,重要保持客户
[44908934],12,22,0,1,01,重要保持客户
[44909131],15,48,0,1,01,重要保持客户
[44914992],12,23,0,1,01,重要保持客户
[44985159],18,5,1,0,10,重要发展客户
[45022376],18,2,1,0,10,重要发展客户
[45051306],38,4,1,0,10,重要发展客户
[45069561],25,3,1,0,10,重要发展客户
[45073084],13,12,0,0,00,重要挽留客户
[45074656],34,3,1,0,10,重要发展客户
[45079225],15,23,0,1,01,重要保持客户
[45081001],16,37,0,1,01,重要保持客户
[45094965],18,2,1,0,10,重要发展客户
[45101614],12,6,0,0,00,重要挽留客户
[45133531],18,8,1,0,10,重要发展客户
[45149630],42,11,1,0,10,重要发展客户
[45159377],23,2,1,0,10,重要发展客户
[45163199],19,4,1,0,10,重要发展客户
[45208426],17,4,0,0,00,重要挽留客户
[45253676],34,1,1,0,10,重要发展客户
[45258440],12,1,0,0,00,重要挽留客户
[45317186],15,1,0,0,00,重要挽留客户
[45360868],14,27,0,1,01,重要保持客户
[45384478],16,7,0,0,00,重要挽留客户
[45433328],28,3,1,0,10,重要发展客户
[45434795],34,1,1,0,10,重要发展客户
[45460855],27,2,1,0,10,重要发展客户
[45463421],15,26,0,1,01,重要保持客户
[45473276],13,42,0,1,01,重要保持客户
[45541267],18,5,1,0,10,重要发展客户
[45542148],42,4,1,0,10,重要发展客户
[45544099],15,4,0,0,00,重要挽留客户
[45563112],12,41,0,1,01,重要保持客户
[45581890],25,6,1,0,10,重要发展客户
[45598577],18,13,1,0,10,重要发展客户
[45612771],27,5,1,0,10,重要发展客户
[45616833],12,2,0,0,00,重要挽留客户
[45620035],18,22,1,1,11,重要价值客户
[45642765],12,5,0,0,00,重要挽留客户
[45649071],32,30,1,1,11,重要价值客户
[45659906],17,13,0,0,00,重要挽留客户
[45660059],14,23,0,1,01,重要保持客户
[45714300],27,5,1,0,10,重要发展客户
[45743550],18,117,1,1,11,重要价值客户
[45754541],14,9,0,0,00,重要挽留客户
[45772052],13,10,0,0,00,重要挽留客户
[45773960],15,8,0,0,00,重要挽留客户
[45795160],14,7,0,0,00,重要挽留客户
[45796530],12,6,0,0,00,重要挽留客户
[45801743],24,1,1,0,10,重要发展客户
[45820472],16,1,0,0,00,重要挽留客户
[45824154],14,16,0,1,01,重要保持客户
[45865960],13,9,0,0,00,重要挽留客户
[45881494],20,1,1,0,10,重要发展客户
[45892186],17,6,0,0,00,重要挽留客户
[45900362],19,7,1,0,10,重要发展客户
[45921788],15,28,0,1,01,重要保持客户
[45926523],15,24,0,1,01,重要保持客户
[45943442],17,11,0,0,00,重要挽留客户
[45966877],13,46,0,1,01,重要保持客户
[45986000],15,5,0,0,00,重要挽留客户
[46010057],18,4,1,0,10,重要发展客户
[46010609],16,15,0,1,01,重要保持客户
[46011980],18,7,1,0,10,重要发展客户
[46023224],31,12,1,0,10,重要发展客户
[46037072],35,3,1,0,10,重要发展客户
[46043523],30,2,1,0,10,重要发展客户
[46086237],26,1,1,0,10,重要发展客户
[46094459],27,3,1,0,10,重要发展客户
[46112521],30,15,1,1,11,重要价值客户
[46129619],27,1,1,0,10,重要发展客户
[46133505],15,49,0,1,01,重要保持客户
[46143156],12,11,0,0,00,重要挽留客户
[46231195],17,14,0,1,01,重要保持客户
[46241573],18,2,1,0,10,重要发展客户
[46247152],13,31,0,1,01,重要保持客户
[46249710],31,4,1,0,10,重要发展客户
[46274658],18,1,1,0,10,重要发展客户
[46288368],16,10,0,0,00,重要挽留客户
[46312993],12,11,0,0,00,重要挽留客户
[46313814],35,5,1,0,10,重要发展客户
[46327874],14,3,0,0,00,重要挽留客户
[46334333],23,7,1,0,10,重要发展客户
[46344003],12,31,0,1,01,重要保持客户
[46349725],13,4,0,0,00,重要挽留客户
[46375902],23,3,1,0,10,重要发展客户
[46387925],16,1,0,0,00,重要挽留客户
[46405869],12,12,0,0,00,重要挽留客户
[46408460],14,5,0,0,00,重要挽留客户
[46428221],23,4,1,0,10,重要发展客户
[46433093],12,4,0,0,00,重要挽留客户
[46445715],36,1,1,0,10,重要发展客户
[46455628],12,4,0,0,00,重要挽留客户
[46468680],12,13,0,0,00,重要挽留客户
[46468716],34,12,1,0,10,重要发展客户
[46482511],13,15,0,1,01,重要保持客户
[46483165],12,9,0,0,00,重要挽留客户
[46485348],13,5,0,0,00,重要挽留客户
[46486820],35,11,1,0,10,重要发展客户
[46515907],30,2,1,0,10,重要发展客户
[46523853],27,10,1,0,10,重要发展客户
[46591450],22,7,1,0,10,重要发展客户
[46598584],12,14,0,1,01,重要保持客户
[46607628],13,32,0,1,01,重要保持客户
[46610519],16,19,0,1,01,重要保持客户
[46611643],17,14,0,1,01,重要保持客户
[46661434],21,4,1,0,10,重要发展客户
[46661935],13,84,0,1,01,重要保持客户
[46669341],16,2,0,0,00,重要挽留客户
[46716857],17,3,0,0,00,重要挽留客户
[46728090],14,9,0,0,00,重要挽留客户
[46793743],26,7,1,0,10,重要发展客户
[46840769],22,2,1,0,10,重要发展客户
[46877762],13,2,0,0,00,重要挽留客户
[46914246],27,22,1,1,11,重要价值客户
[46945718],21,1,1,0,10,重要发展客户
[46955464],18,8,1,0,10,重要发展客户
[46978329],16,5,0,0,00,重要挽留客户
[46989305],18,2,1,0,10,重要发展客户
[46997903],15,19,0,1,01,重要保持客户
[47009589],16,8,0,0,00,重要挽留客户
[47011604],15,3,0,0,00,重要挽留客户
[47038183],18,10,1,0,10,重要发展客户
[47043568],15,3,0,0,00,重要挽留客户
[47047755],22,4,1,0,10,重要发展客户
[47060411],12,62,0,1,01,重要保持客户
[47063673],20,3,1,0,10,重要发展客户
[47065671],16,24,0,1,01,重要保持客户
[47071587],25,7,1,0,10,重要发展客户
[47087121],13,18,0,1,01,重要保持客户
[47090672],17,13,0,0,00,重要挽留客户
[47106355],35,3,1,0,10,重要发展客户
[47109361],21,19,1,1,11,重要价值客户
[47109924],28,8,1,0,10,重要发展客户
[47128004],18,5,1,0,10,重要发展客户
[47152738],16,5,0,0,00,重要挽留客户
[47153697],15,31,0,1,01,重要保持客户
[47220515],12,7,0,0,00,重要挽留客户
[47237907],12,34,0,1,01,重要保持客户
[47241390],14,31,0,1,01,重要保持客户
[47248096],18,7,1,0,10,重要发展客户
[47257431],12,21,0,1,01,重要保持客户
[47272457],20,12,1,0,10,重要发展客户
[47289191],12,17,0,1,01,重要保持客户
[47293396],12,28,0,1,01,重要保持客户
[47293645],35,1,1,0,10,重要发展客户
[47294743],15,2,0,0,00,重要挽留客户
[47296218],12,20,0,1,01,重要保持客户
[47321903],13,12,0,0,00,重要挽留客户
[47328088],16,42,0,1,01,重要保持客户
[47333914],13,15,0,1,01,重要保持客户
[47399128],27,2,1,0,10,重要发展客户
[47410940],18,1,1,0,10,重要发展客户
[47416853],22,6,1,0,10,重要发展客户
[47428428],26,10,1,0,10,重要发展客户
[47436377],16,15,0,1,01,重要保持客户
[47439748],12,9,0,0,00,重要挽留客户
[47534581],34,2,1,0,10,重要发展客户
[47548482],28,13,1,0,10,重要发展客户
[47551029],13,32,0,1,01,重要保持客户
[47592059],16,9,0,0,00,重要挽留客户
[47630700],13,6,0,0,00,重要挽留客户
[47675537],13,14,0,1,01,重要保持客户
[47679514],21,3,1,0,10,重要发展客户
[47693061],18,10,1,0,10,重要发展客户
[47710892],12,8,0,0,00,重要挽留客户
[47720492],12,10,0,0,00,重要挽留客户
[47727944],25,4,1,0,10,重要发展客户
[47735893],12,21,0,1,01,重要保持客户
[47753824],24,6,1,0,10,重要发展客户
[47763414],42,4,1,0,10,重要发展客户
[47780833],21,3,1,0,10,重要发展客户
[47792171],37,5,1,0,10,重要发展客户
[47813095],12,18,0,1,01,重要保持客户
[47825067],24,1,1,0,10,重要发展客户
[47874120],12,78,0,1,01,重要保持客户
[47888992],18,8,1,0,10,重要发展客户
[47899491],27,6,1,0,10,重要发展客户
[47908754],17,6,0,0,00,重要挽留客户
[47924940],14,18,0,1,01,重要保持客户
[47942346],15,2,0,0,00,重要挽留客户
[48059114],14,7,0,0,00,重要挽留客户
[48099335],31,10,1,0,10,重要发展客户
[48123195],18,5,1,0,10,重要发展客户
[48144461],23,7,1,0,10,重要发展客户
[48186482],23,9,1,0,10,重要发展客户
[48236976],14,24,0,1,01,重要保持客户
[48255673],12,4,0,0,00,重要挽留客户
[48258563],14,14,0,1,01,重要保持客户
[48270094],13,11,0,0,00,重要挽留客户
[48292690],18,19,1,1,11,重要价值客户
[48304965],24,2,1,0,10,重要发展客户
[48327589],12,23,0,1,01,重要保持客户
[48409126],14,30,0,1,01,重要保持客户
[48420009],13,4,0,0,00,重要挽留客户
[48434349],20,1,1,0,10,重要发展客户
[48445034],15,21,0,1,01,重要保持客户
[48462900],14,6,0,0,00,重要挽留客户
[48468739],14,7,0,0,00,重要挽留客户
[48470191],12,13,0,0,00,重要挽留客户
[48480943],12,3,0,0,00,重要挽留客户
[48505064],41,1,1,0,10,重要发展客户
[48509295],13,4,0,0,00,重要挽留客户
[48510598],29,3,1,0,10,重要发展客户
[48619165],12,35,0,1,01,重要保持客户
[48677702],18,25,1,1,11,重要价值客户
[48689754],19,9,1,0,10,重要发展客户
[48700638],16,1,0,0,00,重要挽留客户
[48722344],14,8,0,0,00,重要挽留客户
[48752418],14,9,0,0,00,重要挽留客户
[48767456],12,47,0,1,01,重要保持客户
[48776635],12,40,0,1,01,重要保持客户
[48777158],15,8,0,0,00,重要挽留客户
[48793683],12,45,0,1,01,重要保持客户
[48809451],17,12,0,0,00,重要挽留客户
[48836510],17,7,0,0,00,重要挽留客户
[48851432],17,7,0,0,00,重要挽留客户
[48862112],15,14,0,1,01,重要保持客户
[48862784],41,2,1,0,10,重要发展客户
[48867580],32,2,1,0,10,重要发展客户
[48885147],18,16,1,1,11,重要价值客户
[48890303],13,2,0,0,00,重要挽留客户
[48897519],12,28,0,1,01,重要保持客户
[48908899],20,14,1,1,11,重要价值客户
[48920955],13,21,0,1,01,重要保持客户
[48962129],13,1,0,0,00,重要挽留客户
[48962145],12,6,0,0,00,重要挽留客户
[49000569],29,2,1,0,10,重要发展客户
[49002030],14,3,0,0,00,重要挽留客户
[49003690],12,21,0,1,01,重要保持客户
[49007368],41,3,1,0,10,重要发展客户
[49007854],12,22,0,1,01,重要保持客户
[49007972],16,6,0,0,00,重要挽留客户
[49026431],12,38,0,1,01,重要保持客户
[49068752],16,7,0,0,00,重要挽留客户
[49105165],14,22,0,1,01,重要保持客户
[49176199],26,6,1,0,10,重要发展客户
[49189791],14,12,0,0,00,重要挽留客户
[49189810],17,30,0,1,01,重要保持客户
[49243199],13,4,0,0,00,重要挽留客户
[49252659],14,3,0,0,00,重要挽留客户
[49272447],18,3,1,0,10,重要发展客户
[49273084],12,13,0,0,00,重要挽留客户
[49279997],21,5,1,0,10,重要发展客户
[49285159],41,3,1,0,10,重要发展客户
[49296993],15,6,0,0,00,重要挽留客户
[49303053],12,17,0,1,01,重要保持客户
[49337150],12,18,0,1,01,重要保持客户
[49362840],15,12,0,0,00,重要挽留客户
[49371675],14,13,0,0,00,重要挽留客户
[49394233],15,22,0,1,01,重要保持客户
[49396813],12,10,0,0,00,重要挽留客户
[49421729],13,17,0,1,01,重要保持客户
[49429733],12,27,0,1,01,重要保持客户
[49452583],18,13,1,0,10,重要发展客户
[49456764],12,3,0,0,00,重要挽留客户
[49458175],15,12,0,0,00,重要挽留客户
[49461201],27,4,1,0,10,重要发展客户
[49512453],19,16,1,1,11,重要价值客户
[49520808],22,18,1,1,11,重要价值客户
[49542384],12,16,0,1,01,重要保持客户
[49546726],16,8,0,0,00,重要挽留客户
[49579858],14,10,0,0,00,重要挽留客户
[49598175],42,1,1,0,10,重要发展客户
[49610523],20,8,1,0,10,重要发展客户
[49614536],14,23,0,1,01,重要保持客户
[49622041],18,1,1,0,10,重要发展客户
[49646570],15,1,0,0,00,重要挽留客户
[49660995],20,2,1,0,10,重要发展客户
[49683822],16,16,0,1,01,重要保持客户
[49755294],12,16,0,1,01,重要保持客户
[49772948],14,12,0,0,00,重要挽留客户
[49784280],40,1,1,0,10,重要发展客户
[49787656],12,8,0,0,00,重要挽留客户
[49804930],18,3,1,0,10,重要发展客户
[49815803],18,6,1,0,10,重要发展客户
[49823478],13,14,0,1,01,重要保持客户
[49830169],17,8,0,0,00,重要挽留客户
[49841922],13,15,0,1,01,重要保持客户
[49844654],14,4,0,0,00,重要挽留客户
[49847741],16,3,0,0,00,重要挽留客户
[49848032],14,16,0,1,01,重要保持客户
[49871598],12,67,0,1,01,重要保持客户
[49893764],20,6,1,0,10,重要发展客户
[49896332],15,3,0,0,00,重要挽留客户
[49904939],16,3,0,0,00,重要挽留客户
[49911829],14,4,0,0,00,重要挽留客户
[49935957],31,3,1,0,10,重要发展客户
[49943190],17,15,0,1,01,重要保持客户
[50010860],18,6,1,0,10,重要发展客户
[50020786],20,6,1,0,10,重要发展客户
[50030868],17,9,0,0,00,重要挽留客户
[50042882],18,22,1,1,11,重要价值客户
[50062533],14,7,0,0,00,重要挽留客户
[50066882],12,13,0,0,00,重要挽留客户
[50071113],15,3,0,0,00,重要挽留客户
[50088028],16,11,0,0,00,重要挽留客户
[50099861],13,2,0,0,00,重要挽留客户
[50145534],12,17,0,1,01,重要保持客户
[50146318],24,2,1,0,10,重要发展客户
[50157359],22,1,1,0,10,重要发展客户
[50157444],20,3,1,0,10,重要发展客户
[50169478],14,12,0,0,00,重要挽留客户
[50196156],15,32,0,1,01,重要保持客户
[50197899],25,2,1,0,10,重要发展客户
[50198894],15,1,0,0,00,重要挽留客户
[50200830],21,1,1,0,10,重要发展客户
[50208513],13,1,0,0,00,重要挽留客户
[50242093],14,13,0,0,00,重要挽留客户
[50244004],13,127,0,1,01,重要保持客户
[50312283],19,5,1,0,10,重要发展客户
[50312387],12,11,0,0,00,重要挽留客户
[50323186],16,1,0,0,00,重要挽留客户
[50331917],15,6,0,0,00,重要挽留客户
[50343169],13,5,0,0,00,重要挽留客户
