user_id,行为时间差,行为次数,AOV,R,F,Rscore,Fscore,RFM,User_Label
33039526,30,1519,2.9375,18.0,16.0,1.0,1.0,11.0,重要价值客户
33050706,30,1028,2.888888888888889,13.0,18.0,0.0,1.0,1.0,重要保持客户
33054630,30,678,3.0,30.0,2.0,1.0,0.0,10.0,重要发展客户
33077425,30,3283,2.923076923076923,25.0,13.0,1.0,0.0,10.0,重要发展客户
33113697,28,1000,,,,,,,
33116829,30,3258,3.0,12.0,26.0,0.0,1.0,1.0,重要保持客户
33162726,29,1244,2.96,12.0,25.0,0.0,1.0,1.0,重要保持客户
33166824,30,1258,3.0,18.0,1.0,1.0,0.0,10.0,重要发展客户
33173119,27,959,3.0,12.0,11.0,0.0,0.0,0.0,重要挽留客户
33182580,28,235,,,,,,,
33213066,30,1304,2.857142857142857,17.0,21.0,0.0,1.0,1.0,重要保持客户
33217959,25,594,2.6666666666666665,26.0,9.0,1.0,0.0,10.0,重要发展客户
33240232,29,836,,,,,,,
33245877,29,260,3.0,12.0,4.0,0.0,0.0,0.0,重要挽留客户
33251710,30,439,3.0,17.0,3.0,0.0,0.0,0.0,重要挽留客户
33258136,24,526,,,,,,,
33259936,29,820,2.736842105263158,12.0,19.0,0.0,1.0,1.0,重要保持客户
33298619,29,2007,3.0,13.0,13.0,0.0,0.0,0.0,重要挽留客户
33303512,30,4495,2.8823529411764706,17.0,17.0,0.0,1.0,1.0,重要保持客户
33315048,30,1559,2.875,12.0,8.0,0.0,0.0,0.0,重要挽留客户
33356728,30,2350,2.9473684210526314,15.0,19.0,0.0,1.0,1.0,重要保持客户
33359405,29,1309,2.933333333333333,13.0,15.0,0.0,1.0,1.0,重要保持客户
33360839,27,40,,,,,,,
33366026,30,197,2.8,18.0,5.0,1.0,0.0,10.0,重要发展客户
33366958,29,481,2.8260869565217392,15.0,23.0,0.0,1.0,1.0,重要保持客户
33371922,30,2535,2.9375,13.0,32.0,0.0,1.0,1.0,重要保持客户
33388747,30,191,3.0,12.0,6.0,0.0,0.0,0.0,重要挽留客户
33403236,30,935,3.0,16.0,3.0,0.0,0.0,0.0,重要挽留客户
33424560,30,2964,2.9473684210526314,14.0,19.0,0.0,1.0,1.0,重要保持客户
33448326,30,3325,2.6844444444444444,12.0,225.0,0.0,1.0,1.0,重要保持客户
33463484,29,7180,2.926829268292683,14.0,41.0,0.0,1.0,1.0,重要保持客户
33503479,29,750,3.0,16.0,5.0,0.0,0.0,0.0,重要挽留客户
33513319,15,377,3.0,29.0,4.0,1.0,0.0,10.0,重要发展客户
33517755,30,837,2.8,21.0,5.0,1.0,0.0,10.0,重要发展客户
33535844,30,1725,3.0,14.0,15.0,0.0,1.0,1.0,重要保持客户
33539471,29,675,3.0,35.0,3.0,1.0,0.0,10.0,重要发展客户
33544881,30,1573,2.9523809523809526,13.0,21.0,0.0,1.0,1.0,重要保持客户
33549970,29,459,2.6666666666666665,14.0,6.0,0.0,0.0,0.0,重要挽留客户
33563000,27,408,3.0,15.0,2.0,0.0,0.0,0.0,重要挽留客户
33596774,29,3017,2.888888888888889,13.0,9.0,0.0,0.0,0.0,重要挽留客户
33614374,30,434,2.0,13.0,9.0,0.0,0.0,0.0,重要挽留客户
33622339,30,425,3.0,16.0,2.0,0.0,0.0,0.0,重要挽留客户
33649704,30,820,3.0,41.0,3.0,1.0,0.0,10.0,重要发展客户
33660702,30,872,2.88,14.0,25.0,0.0,1.0,1.0,重要保持客户
33674599,30,1124,3.0,34.0,1.0,1.0,0.0,10.0,重要发展客户
33682194,30,2421,3.0,12.0,2.0,0.0,0.0,0.0,重要挽留客户
33685148,29,314,2.6666666666666665,14.0,3.0,0.0,0.0,0.0,重要挽留客户
33687452,26,279,2.25,18.0,4.0,1.0,0.0,10.0,重要发展客户
33700619,29,703,3.0,14.0,7.0,0.0,0.0,0.0,重要挽留客户
33729290,30,165,3.0,13.0,2.0,0.0,0.0,0.0,重要挽留客户
33739321,28,1525,2.4615384615384617,15.0,13.0,0.0,0.0,0.0,重要挽留客户
33739957,29,68,3.0,13.0,1.0,0.0,0.0,0.0,重要挽留客户
33744583,28,536,,,,,,,
33770972,29,1740,3.0,23.0,10.0,1.0,0.0,10.0,重要发展客户
33797179,30,7080,2.888888888888889,12.0,63.0,0.0,1.0,1.0,重要保持客户
33802383,30,1906,2.888888888888889,13.0,9.0,0.0,0.0,0.0,重要挽留客户
33808787,30,4150,3.0,13.0,12.0,0.0,0.0,0.0,重要挽留客户
33816024,26,625,3.0,12.0,14.0,0.0,1.0,1.0,重要保持客户
33824579,24,561,3.0,12.0,4.0,0.0,0.0,0.0,重要挽留客户
33829137,30,1057,3.0,35.0,2.0,1.0,0.0,10.0,重要发展客户
33838299,28,594,2.25,18.0,4.0,1.0,0.0,10.0,重要发展客户
33852986,30,755,3.0,18.0,6.0,1.0,0.0,10.0,重要发展客户
33859718,22,100,2.0,22.0,1.0,1.0,0.0,10.0,重要发展客户
33894073,15,51,,,,,,,
33896091,28,245,,,,,,,
33909374,26,132,3.0,30.0,3.0,1.0,0.0,10.0,重要发展客户
33934755,30,264,3.0,21.0,4.0,1.0,0.0,10.0,重要发展客户
33940605,2,136,3.0,27.0,1.0,1.0,0.0,10.0,重要发展客户
33956087,29,1399,3.0,25.0,4.0,1.0,0.0,10.0,重要发展客户
33956784,24,197,,,,,,,
33984927,30,7051,2.9444444444444446,12.0,72.0,0.0,1.0,1.0,重要保持客户
33987590,30,886,3.0,18.0,7.0,1.0,0.0,10.0,重要发展客户
34014128,29,284,3.0,18.0,3.0,1.0,0.0,10.0,重要发展客户
34064404,13,128,3.0,13.0,4.0,0.0,0.0,0.0,重要挽留客户
34104714,28,1121,2.888888888888889,15.0,9.0,0.0,0.0,0.0,重要挽留客户
34105528,29,265,2.888888888888889,13.0,9.0,0.0,0.0,0.0,重要挽留客户
34127078,14,188,1.6666666666666667,14.0,3.0,0.0,0.0,0.0,重要挽留客户
34148166,29,852,2.7142857142857144,12.0,7.0,0.0,0.0,0.0,重要挽留客户
34163245,19,3928,3.0,12.0,8.0,0.0,0.0,0.0,重要挽留客户
34166947,29,1232,2.8181818181818183,21.0,11.0,1.0,0.0,10.0,重要发展客户
34187941,25,2254,2.7916666666666665,13.0,24.0,0.0,1.0,1.0,重要保持客户
34194469,28,831,2.6923076923076925,18.0,13.0,1.0,0.0,10.0,重要发展客户
34195604,29,1733,3.0,20.0,2.0,1.0,0.0,10.0,重要发展客户
34202353,29,402,2.7,16.0,10.0,0.0,0.0,0.0,重要挽留客户
34215574,29,1231,,,,,,,
34232226,27,915,3.0,12.0,3.0,0.0,0.0,0.0,重要挽留客户
34251089,30,1237,3.0,24.0,3.0,1.0,0.0,10.0,重要发展客户
34294025,24,95,3.0,14.0,3.0,0.0,0.0,0.0,重要挽留客户
34301104,24,334,2.8,21.0,5.0,1.0,0.0,10.0,重要发展客户
34305614,30,5276,,,,,,,
34313030,22,285,3.0,21.0,4.0,1.0,0.0,10.0,重要发展客户
34318191,30,1685,3.0,18.0,9.0,1.0,0.0,10.0,重要发展客户
34320306,30,676,3.0,18.0,9.0,1.0,0.0,10.0,重要发展客户
34346607,28,834,3.0,17.0,5.0,0.0,0.0,0.0,重要挽留客户
34358449,29,1273,3.0,17.0,7.0,0.0,0.0,0.0,重要挽留客户
34391377,27,1391,2.8,15.0,5.0,0.0,0.0,0.0,重要挽留客户
34393089,30,1024,2.7222222222222223,12.0,18.0,0.0,1.0,1.0,重要保持客户
34399720,24,417,2.5,33.0,2.0,1.0,0.0,10.0,重要发展客户
34403746,30,1275,3.0,15.0,19.0,0.0,1.0,1.0,重要保持客户
34404169,30,1023,3.0,12.0,5.0,0.0,0.0,0.0,重要挽留客户
34413445,29,2215,3.0,15.0,5.0,0.0,0.0,0.0,重要挽留客户
34424883,30,9635,2.896551724137931,12.0,87.0,0.0,1.0,1.0,重要保持客户
34426955,29,283,3.0,18.0,2.0,1.0,0.0,10.0,重要发展客户
34442641,29,1373,3.0,18.0,16.0,1.0,1.0,11.0,重要价值客户
34453652,30,4011,2.923076923076923,12.0,39.0,0.0,1.0,1.0,重要保持客户
34475118,29,888,3.0,14.0,7.0,0.0,0.0,0.0,重要挽留客户
34477360,25,326,2.75,12.0,12.0,0.0,0.0,0.0,重要挽留客户
34495668,30,1824,2.9,18.0,20.0,1.0,1.0,11.0,重要价值客户
34552652,25,1330,,,,,,,
34553782,29,6572,3.0,27.0,4.0,1.0,0.0,10.0,重要发展客户
34565215,30,545,3.0,15.0,24.0,0.0,1.0,1.0,重要保持客户
34566759,30,1215,3.0,12.0,8.0,0.0,0.0,0.0,重要挽留客户
34576265,27,433,2.8,14.0,10.0,0.0,0.0,0.0,重要挽留客户
34578527,30,2794,2.823529411764706,17.0,17.0,0.0,1.0,1.0,重要保持客户
34598350,21,111,3.0,26.0,1.0,1.0,0.0,10.0,重要发展客户
34604818,29,253,2.3333333333333335,12.0,3.0,0.0,0.0,0.0,重要挽留客户
34605051,30,1370,3.0,16.0,11.0,0.0,0.0,0.0,重要挽留客户
34611680,29,1152,2.872340425531915,13.0,47.0,0.0,1.0,1.0,重要保持客户
34648649,30,855,2.8461538461538463,12.0,13.0,0.0,0.0,0.0,重要挽留客户
34662425,23,760,,,,,,,
34665001,30,756,2.875,14.0,24.0,0.0,1.0,1.0,重要保持客户
34693663,29,706,2.5,26.0,2.0,1.0,0.0,10.0,重要发展客户
34702432,30,946,3.0,21.0,1.0,1.0,0.0,10.0,重要发展客户
34723367,29,2340,3.0,16.0,40.0,0.0,1.0,1.0,重要保持客户
34731828,16,560,3.0,19.0,2.0,1.0,0.0,10.0,重要发展客户
34757104,29,365,3.0,16.0,4.0,0.0,0.0,0.0,重要挽留客户
34761884,30,1033,2.75,14.0,4.0,0.0,0.0,0.0,重要挽留客户
34769733,30,167,3.0,15.0,4.0,0.0,0.0,0.0,重要挽留客户
34771223,30,494,2.888888888888889,13.0,9.0,0.0,0.0,0.0,重要挽留客户
34795094,29,996,3.0,14.0,9.0,0.0,0.0,0.0,重要挽留客户
34798610,24,183,3.0,20.0,4.0,1.0,0.0,10.0,重要发展客户
34798858,30,1767,3.0,18.0,14.0,1.0,1.0,11.0,重要价值客户
34806909,29,164,3.0,16.0,5.0,0.0,0.0,0.0,重要挽留客户
34830417,26,1036,,,,,,,
34859812,21,142,,,,,,,
34891822,29,701,2.8333333333333335,17.0,6.0,0.0,0.0,0.0,重要挽留客户
34933963,30,803,3.0,36.0,2.0,1.0,0.0,10.0,重要发展客户
34948661,28,311,3.0,18.0,7.0,1.0,0.0,10.0,重要发展客户
34978960,30,397,,,,,,,
34994624,30,391,2.5,30.0,4.0,1.0,0.0,10.0,重要发展客户
34997471,29,455,3.0,18.0,2.0,1.0,0.0,10.0,重要发展客户
35014928,30,2080,2.4545454545454546,14.0,11.0,0.0,0.0,0.0,重要挽留客户
35019298,30,420,2.857142857142857,18.0,7.0,1.0,0.0,10.0,重要发展客户
35048740,25,270,3.0,25.0,1.0,1.0,0.0,10.0,重要发展客户
35050906,29,132,3.0,16.0,1.0,0.0,0.0,0.0,重要挽留客户
35071707,27,294,,,,,,,
35074988,28,459,3.0,33.0,3.0,1.0,0.0,10.0,重要发展客户
35087975,17,142,3.0,14.0,5.0,0.0,0.0,0.0,重要挽留客户
35095494,29,2512,2.9047619047619047,13.0,21.0,0.0,1.0,1.0,重要保持客户
35096341,30,789,3.0,18.0,3.0,1.0,0.0,10.0,重要发展客户
35112986,30,331,3.0,30.0,3.0,1.0,0.0,10.0,重要发展客户
35126807,27,547,2.9,22.0,10.0,1.0,0.0,10.0,重要发展客户
35148772,30,2416,3.0,17.0,7.0,0.0,0.0,0.0,重要挽留客户
35168420,17,2,,,,,,,
35193012,29,527,3.0,15.0,6.0,0.0,0.0,0.0,重要挽留客户
35202757,30,1267,3.0,13.0,6.0,0.0,0.0,0.0,重要挽留客户
35205411,28,972,2.7,12.0,20.0,0.0,1.0,1.0,重要保持客户
35217215,23,297,,,,,,,
35254146,30,686,3.0,35.0,3.0,1.0,0.0,10.0,重要发展客户
35264701,28,547,3.0,19.0,7.0,1.0,0.0,10.0,重要发展客户
35272739,30,4740,3.0,13.0,9.0,0.0,0.0,0.0,重要挽留客户
35277878,26,112,3.0,30.0,1.0,1.0,0.0,10.0,重要发展客户
35306096,30,3536,2.8016528925619837,14.0,242.0,0.0,1.0,1.0,重要保持客户
35324602,28,1612,3.0,14.0,12.0,0.0,0.0,0.0,重要挽留客户
35338207,29,1065,2.881720430107527,13.0,93.0,0.0,1.0,1.0,重要保持客户
35342036,29,1534,3.0,15.0,1.0,0.0,0.0,0.0,重要挽留客户
35354529,30,337,3.0,12.0,4.0,0.0,0.0,0.0,重要挽留客户
35389479,30,2566,2.81,12.0,100.0,0.0,1.0,1.0,重要保持客户
35399865,18,94,2.6666666666666665,12.0,3.0,0.0,0.0,0.0,重要挽留客户
35427753,28,191,3.0,16.0,1.0,0.0,0.0,0.0,重要挽留客户
35428862,29,1314,3.0,14.0,10.0,0.0,0.0,0.0,重要挽留客户
35465102,30,1140,2.9,13.0,10.0,0.0,0.0,0.0,重要挽留客户
35465890,29,456,3.0,19.0,1.0,1.0,0.0,10.0,重要发展客户
35473939,12,97,2.857142857142857,13.0,7.0,0.0,0.0,0.0,重要挽留客户
35474544,30,640,2.8125,17.0,32.0,0.0,1.0,1.0,重要保持客户
35525691,30,182,2.8,12.0,5.0,0.0,0.0,0.0,重要挽留客户
35527078,25,131,3.0,14.0,2.0,0.0,0.0,0.0,重要挽留客户
35534976,28,495,2.5,13.0,14.0,0.0,1.0,1.0,重要保持客户
35603682,24,305,2.857142857142857,12.0,7.0,0.0,0.0,0.0,重要挽留客户
35604043,30,545,2.9,12.0,10.0,0.0,0.0,0.0,重要挽留客户
35604404,25,98,,,,,,,
35604872,30,299,2.8,13.0,5.0,0.0,0.0,0.0,重要挽留客户
35619826,27,675,2.6666666666666665,18.0,3.0,1.0,0.0,10.0,重要发展客户
35636139,25,139,3.0,33.0,2.0,1.0,0.0,10.0,重要发展客户
35639435,13,380,3.0,31.0,4.0,1.0,0.0,10.0,重要发展客户
35644209,27,440,3.0,41.0,6.0,1.0,0.0,10.0,重要发展客户
35653683,30,2846,3.0,18.0,10.0,1.0,0.0,10.0,重要发展客户
35657002,27,406,3.0,17.0,4.0,0.0,0.0,0.0,重要挽留客户
35669832,29,1269,2.782608695652174,19.0,23.0,1.0,1.0,11.0,重要价值客户
35699755,30,2101,2.909090909090909,12.0,11.0,0.0,0.0,0.0,重要挽留客户
35709243,30,4600,3.0,15.0,19.0,0.0,1.0,1.0,重要保持客户
35721757,30,1748,3.0,13.0,18.0,0.0,1.0,1.0,重要保持客户
35722058,29,363,2.909090909090909,18.0,11.0,1.0,0.0,10.0,重要发展客户
35739934,30,1473,2.9,12.0,10.0,0.0,0.0,0.0,重要挽留客户
35745255,30,3595,2.8846153846153846,15.0,26.0,0.0,1.0,1.0,重要保持客户
35758348,30,4664,3.0,18.0,4.0,1.0,0.0,10.0,重要发展客户
35758737,29,2094,3.0,12.0,16.0,0.0,1.0,1.0,重要保持客户
35773124,28,244,3.0,14.0,4.0,0.0,0.0,0.0,重要挽留客户
35799041,30,1845,3.0,17.0,13.0,0.0,0.0,0.0,重要挽留客户
35806116,30,1539,3.0,18.0,4.0,1.0,0.0,10.0,重要发展客户
35817682,26,2110,,,,,,,
35829490,30,746,2.9166666666666665,24.0,12.0,1.0,0.0,10.0,重要发展客户
35849648,30,2135,2.9285714285714284,20.0,14.0,1.0,1.0,11.0,重要价值客户
35853904,28,785,3.0,17.0,11.0,0.0,0.0,0.0,重要挽留客户
35860790,30,1562,2.888888888888889,12.0,18.0,0.0,1.0,1.0,重要保持客户
35896466,24,148,2.8,18.0,10.0,1.0,0.0,10.0,重要发展客户
35898338,26,61,3.0,15.0,5.0,0.0,0.0,0.0,重要挽留客户
35919625,29,499,3.0,14.0,8.0,0.0,0.0,0.0,重要挽留客户
35921923,30,974,2.739130434782609,13.0,23.0,0.0,1.0,1.0,重要保持客户
35927774,19,9,3.0,30.0,3.0,1.0,0.0,10.0,重要发展客户
35935190,0,3,,,,,,,
35941637,30,992,2.782608695652174,13.0,23.0,0.0,1.0,1.0,重要保持客户
35948167,30,2389,3.0,27.0,10.0,1.0,0.0,10.0,重要发展客户
35967319,23,191,3.0,21.0,2.0,1.0,0.0,10.0,重要发展客户
35967863,30,2344,2.95,17.0,20.0,0.0,1.0,1.0,重要保持客户
35974755,30,574,2.6666666666666665,18.0,9.0,1.0,0.0,10.0,重要发展客户
35997460,29,461,3.0,15.0,10.0,0.0,0.0,0.0,重要挽留客户
36005648,1,41,2.5,16.0,2.0,0.0,0.0,0.0,重要挽留客户
36090137,30,2151,2.7586206896551726,14.0,29.0,0.0,1.0,1.0,重要保持客户
36103708,29,205,3.0,24.0,3.0,1.0,0.0,10.0,重要发展客户
36110156,30,385,2.7777777777777777,12.0,9.0,0.0,0.0,0.0,重要挽留客户
36120931,10,31,,,,,,,
36142170,28,810,3.0,14.0,3.0,0.0,0.0,0.0,重要挽留客户
36164872,30,410,3.0,42.0,1.0,1.0,0.0,10.0,重要发展客户
36166284,30,1733,2.789473684210526,24.0,19.0,1.0,1.0,11.0,重要价值客户
36172877,25,646,3.0,25.0,4.0,1.0,0.0,10.0,重要发展客户
36233277,30,31030,2.8297872340425534,13.0,47.0,0.0,1.0,1.0,重要保持客户
36246846,28,447,3.0,23.0,2.0,1.0,0.0,10.0,重要发展客户
36247519,30,1881,3.0,15.0,6.0,0.0,0.0,0.0,重要挽留客户
36247777,29,265,3.0,41.0,1.0,1.0,0.0,10.0,重要发展客户
36250912,26,375,2.8,15.0,10.0,0.0,0.0,0.0,重要挽留客户
36306202,24,1111,2.8333333333333335,13.0,6.0,0.0,0.0,0.0,重要挽留客户
36308952,16,102,3.0,18.0,1.0,1.0,0.0,10.0,重要发展客户
36313887,12,61,,,,,,,
36317221,29,561,,,,,,,
36320937,16,28,3.0,25.0,1.0,1.0,0.0,10.0,重要发展客户
36339188,30,3228,2.933333333333333,13.0,45.0,0.0,1.0,1.0,重要保持客户
36360174,30,1264,3.0,14.0,4.0,0.0,0.0,0.0,重要挽留客户
36370250,22,262,,,,,,,
36394520,12,13,,,,,,,
36404374,29,1304,3.0,29.0,6.0,1.0,0.0,10.0,重要发展客户
36417444,28,787,2.7,12.0,10.0,0.0,0.0,0.0,重要挽留客户
36430492,18,274,3.0,39.0,1.0,1.0,0.0,10.0,重要发展客户
36445695,30,170,2.75,29.0,4.0,1.0,0.0,10.0,重要发展客户
36450170,30,1104,2.95,13.0,20.0,0.0,1.0,1.0,重要保持客户
36457777,28,845,3.0,38.0,2.0,1.0,0.0,10.0,重要发展客户
36471333,29,1062,2.857142857142857,18.0,7.0,1.0,0.0,10.0,重要发展客户
36481168,17,73,3.0,15.0,3.0,0.0,0.0,0.0,重要挽留客户
36497409,30,5980,2.869565217391304,14.0,23.0,0.0,1.0,1.0,重要保持客户
36508157,30,2666,2.948717948717949,13.0,39.0,0.0,1.0,1.0,重要保持客户
36513563,30,2803,3.0,16.0,64.0,0.0,1.0,1.0,重要保持客户
36517589,25,1890,3.0,14.0,16.0,0.0,1.0,1.0,重要保持客户
36519979,25,381,3.0,26.0,5.0,1.0,0.0,10.0,重要发展客户
36525698,30,4989,3.0,13.0,8.0,0.0,0.0,0.0,重要挽留客户
36542583,30,1074,2.75,12.0,36.0,0.0,1.0,1.0,重要保持客户
36560243,30,685,2.6666666666666665,12.0,6.0,0.0,0.0,0.0,重要挽留客户
36561036,30,5305,3.0,32.0,7.0,1.0,0.0,10.0,重要发展客户
36564172,30,1136,3.0,20.0,6.0,1.0,0.0,10.0,重要发展客户
36574688,30,5773,2.8636363636363638,12.0,22.0,0.0,1.0,1.0,重要保持客户
36582945,29,1695,2.923076923076923,15.0,26.0,0.0,1.0,1.0,重要保持客户
36593288,30,6054,2.6333333333333333,12.0,30.0,0.0,1.0,1.0,重要保持客户
36638003,15,167,,,,,,,
36648599,29,97,2.0,24.0,2.0,1.0,0.0,10.0,重要发展客户
36673681,30,944,3.0,12.0,21.0,0.0,1.0,1.0,重要保持客户
36703106,30,1473,2.761904761904762,12.0,21.0,0.0,1.0,1.0,重要保持客户
36713639,17,154,3.0,27.0,1.0,1.0,0.0,10.0,重要发展客户
36724667,30,1328,2.813953488372093,13.0,43.0,0.0,1.0,1.0,重要保持客户
36738292,30,1702,2.857142857142857,12.0,21.0,0.0,1.0,1.0,重要保持客户
36751669,29,1479,2.7777777777777777,13.0,9.0,0.0,0.0,0.0,重要挽留客户
36757197,29,423,2.6,26.0,5.0,1.0,0.0,10.0,重要发展客户
36760677,27,191,3.0,18.0,1.0,1.0,0.0,10.0,重要发展客户
36764652,30,3684,3.0,13.0,19.0,0.0,1.0,1.0,重要保持客户
36778947,22,81,,,,,,,
36808723,30,1707,2.9166666666666665,17.0,12.0,0.0,0.0,0.0,重要挽留客户
36863326,29,539,3.0,12.0,7.0,0.0,0.0,0.0,重要挽留客户
36885666,30,121,2.7142857142857144,12.0,21.0,0.0,1.0,1.0,重要保持客户
36886776,30,2559,2.6153846153846154,18.0,13.0,1.0,0.0,10.0,重要发展客户
36904941,27,457,3.0,18.0,11.0,1.0,0.0,10.0,重要发展客户
36912686,14,225,2.5,26.0,2.0,1.0,0.0,10.0,重要发展客户
36918674,30,2945,2.792682926829268,13.0,82.0,0.0,1.0,1.0,重要保持客户
36932158,30,1425,2.9,27.0,10.0,1.0,0.0,10.0,重要发展客户
36936257,30,671,3.0,36.0,5.0,1.0,0.0,10.0,重要发展客户
36953591,30,3319,3.0,12.0,5.0,0.0,0.0,0.0,重要挽留客户
36964346,30,1403,3.0,18.0,17.0,1.0,1.0,11.0,重要价值客户
37004434,30,419,3.0,37.0,2.0,1.0,0.0,10.0,重要发展客户
37008188,28,668,2.9375,18.0,16.0,1.0,1.0,11.0,重要价值客户
37017723,30,385,2.78125,32.0,32.0,1.0,1.0,11.0,重要价值客户
37019520,0,35,3.0,12.0,1.0,0.0,0.0,0.0,重要挽留客户
37054928,30,461,2.8823529411764706,15.0,17.0,0.0,1.0,1.0,重要保持客户
37064529,29,2802,2.8461538461538463,18.0,13.0,1.0,0.0,10.0,重要发展客户
37073011,20,281,3.0,13.0,1.0,0.0,0.0,0.0,重要挽留客户
37120790,29,801,2.75,13.0,24.0,0.0,1.0,1.0,重要保持客户
37167350,29,730,3.0,13.0,4.0,0.0,0.0,0.0,重要挽留客户
37184570,29,278,3.0,14.0,5.0,0.0,0.0,0.0,重要挽留客户
37206341,29,1494,3.0,18.0,12.0,1.0,0.0,10.0,重要发展客户
37208119,29,2677,2.967741935483871,13.0,31.0,0.0,1.0,1.0,重要保持客户
37209969,26,1395,2.0,12.0,1.0,0.0,0.0,0.0,重要挽留客户
37218187,30,2456,2.8181818181818183,13.0,11.0,0.0,0.0,0.0,重要挽留客户
37234220,14,41,,,,,,,
37238566,29,769,3.0,18.0,3.0,1.0,0.0,10.0,重要发展客户
37271419,30,1074,2.727272727272727,12.0,33.0,0.0,1.0,1.0,重要保持客户
37275754,30,1488,3.0,23.0,11.0,1.0,0.0,10.0,重要发展客户
37305183,30,1641,2.909090909090909,12.0,11.0,0.0,0.0,0.0,重要挽留客户
37309352,30,2294,2.948717948717949,12.0,39.0,0.0,1.0,1.0,重要保持客户
37335665,23,127,,,,,,,
37338448,29,1819,2.857142857142857,18.0,7.0,1.0,0.0,10.0,重要发展客户
37357777,30,8902,2.6666666666666665,13.0,15.0,0.0,1.0,1.0,重要保持客户
37402030,29,1906,2.875,13.0,56.0,0.0,1.0,1.0,重要保持客户
37405144,30,1098,3.0,27.0,7.0,1.0,0.0,10.0,重要发展客户
37409400,28,2377,,,,,,,
37422648,0,4,,,,,,,
37426111,30,4129,2.8275862068965516,12.0,29.0,0.0,1.0,1.0,重要保持客户
37447725,30,2079,2.7142857142857144,12.0,7.0,0.0,0.0,0.0,重要挽留客户
37456519,27,1120,3.0,32.0,7.0,1.0,0.0,10.0,重要发展客户
37474821,0,19,3.0,13.0,1.0,0.0,0.0,0.0,重要挽留客户
37485293,29,730,2.6666666666666665,16.0,6.0,0.0,0.0,0.0,重要挽留客户
37545822,28,931,2.5,33.0,8.0,1.0,0.0,10.0,重要发展客户
37552619,29,301,2.9166666666666665,13.0,12.0,0.0,0.0,0.0,重要挽留客户
37554907,30,5123,2.857142857142857,13.0,35.0,0.0,1.0,1.0,重要保持客户
37557912,30,394,3.0,12.0,2.0,0.0,0.0,0.0,重要挽留客户
37563035,30,334,3.0,18.0,8.0,1.0,0.0,10.0,重要发展客户
37573814,30,1188,2.923076923076923,18.0,13.0,1.0,0.0,10.0,重要发展客户
37600724,29,321,3.0,16.0,14.0,0.0,1.0,1.0,重要保持客户
37601526,29,2485,2.65,16.0,20.0,0.0,1.0,1.0,重要保持客户
37627350,30,1387,3.0,12.0,12.0,0.0,0.0,0.0,重要挽留客户
37638767,29,345,2.5,25.0,2.0,1.0,0.0,10.0,重要发展客户
37648682,29,6483,3.0,13.0,14.0,0.0,1.0,1.0,重要保持客户
37652869,30,2420,2.888888888888889,12.0,9.0,0.0,0.0,0.0,重要挽留客户
37671999,30,10657,3.0,18.0,16.0,1.0,1.0,11.0,重要价值客户
37690066,29,275,2.8333333333333335,24.0,6.0,1.0,0.0,10.0,重要发展客户
37693647,20,30,,,,,,,
37701876,30,2643,2.7714285714285714,15.0,35.0,0.0,1.0,1.0,重要保持客户
37708452,28,676,3.0,19.0,5.0,1.0,0.0,10.0,重要发展客户
37709773,30,272,2.5,27.0,2.0,1.0,0.0,10.0,重要发展客户
37711820,30,1928,2.6666666666666665,13.0,6.0,0.0,0.0,0.0,重要挽留客户
37737164,30,337,3.0,32.0,2.0,1.0,0.0,10.0,重要发展客户
37756852,29,305,,,,,,,
37766845,30,745,2.75,15.0,8.0,0.0,0.0,0.0,重要挽留客户
37779911,21,87,3.0,35.0,1.0,1.0,0.0,10.0,重要发展客户
37780288,30,4651,3.0,12.0,25.0,0.0,1.0,1.0,重要保持客户
37817890,0,13,3.0,14.0,1.0,0.0,0.0,0.0,重要挽留客户
37820897,28,174,3.0,19.0,2.0,1.0,0.0,10.0,重要发展客户
37844114,30,2394,3.0,12.0,20.0,0.0,1.0,1.0,重要保持客户
37880189,30,1855,2.782608695652174,16.0,69.0,0.0,1.0,1.0,重要保持客户
37923588,30,1167,3.0,16.0,1.0,0.0,0.0,0.0,重要挽留客户
37950224,29,1805,3.0,23.0,14.0,1.0,1.0,11.0,重要价值客户
37951207,4,12,3.0,41.0,2.0,1.0,0.0,10.0,重要发展客户
37959671,26,756,,,,,,,
37970818,30,948,2.8823529411764706,13.0,17.0,0.0,1.0,1.0,重要保持客户
37981108,8,2183,2.772727272727273,12.0,44.0,0.0,1.0,1.0,重要保持客户
37993178,29,106,2.3333333333333335,26.0,3.0,1.0,0.0,10.0,重要发展客户
37995555,30,1992,2.6,14.0,5.0,0.0,0.0,0.0,重要挽留客户
38010001,28,893,3.0,17.0,11.0,0.0,0.0,0.0,重要挽留客户
38011304,28,478,2.3333333333333335,27.0,6.0,1.0,0.0,10.0,重要发展客户
38016396,30,249,2.5,12.0,4.0,0.0,0.0,0.0,重要挽留客户
38019351,23,231,2.5,17.0,4.0,0.0,0.0,0.0,重要挽留客户
38048555,29,937,2.8125,20.0,16.0,1.0,1.0,11.0,重要价值客户
38067964,7,161,3.0,15.0,4.0,0.0,0.0,0.0,重要挽留客户
38103038,27,359,2.7777777777777777,14.0,9.0,0.0,0.0,0.0,重要挽留客户
38138471,30,868,2.8,12.0,5.0,0.0,0.0,0.0,重要挽留客户
38141991,27,2435,2.8,12.0,5.0,0.0,0.0,0.0,重要挽留客户
